Index,followers,rt,text
181,1288277,90,wsjopinion betsi devo deserv credit protect rule law restor titl ix origin mission
182,1288277,4663,presssec potu sign stem eo help american kid prepar workforc tomorrow admin focus creat opportun
183,1288277,8321,ivankatrump potu sign presidenti memorandum expand access comput scienc stem educ k12 student
184,1288277,100,2018 19 fafsa form avail oct 1 make sure avoid common mistak
185,1288277,236,fafsa 2018 19 fafsa launch soon got question ask use askfafsa well answer wednesday
186,1288277,31,migrant famili face uniqu challeng come school hep camp program help
187,1288277,11,edgreenribbon kickin day 2 greenstridestour morningsideelementari apsupd w biscuit local cook demo outdoor reva
188,1288277,635,fafsa sooner fill sooner relax 3 fafsa deadlin never miss wednesda
189,1288277,34,whihbcu congratul 2017 hbcu allstar look forward great work whsummithbcu
190,1288277,474,surgeongener whitehous hbcu star among nation brightest discuss leadership public servic amp well ht
191,1288277,9,edgreenribbon busi visit georgia honore follow greenstridestour take learn outsid
192,1288277,21,edgreenribbon take learn outsid 1st stop 17 greenstridestour pharrelementari gwinnettschool
193,1288277,1283,fafsa 2018 19 fafsa launch octob 1 here know
194,1288277,36,today betsydevos join depart ed staff recogn 230th anniversari sign constitu
195,1288277,24,whihbcu congratul 2017 whihbcu allstar total 62 allstar repres 59 hbcu whsummithbcu
196,1288277,18,whihbcu congratul welcom whihbcu execut director thetrimtabb whsummithbcu
197,1288277,29,whihbcu join us nation hbcu week 2017 follow today convers use whsummithbcu sachat higher msi
198,1288277,22,icymi betsydevos recap final day rethinkschool tour wyom indiana innov abound
199,1288277,23,sun set rethinkschool tour eastern hancock royal host knightstown panther frida
